transaction_id,customer_id,product_id,shop_id,quantity,actual_price,transaction_date,payment_method,transaction_type,unit_price,total_amount,transaction_time,city,district
885,4,97,19,4,,,UPI,SALE,374.42,1497.68,2023-06-03,Lalitpur,Kaski
886,1,155,5,1,,,UPI,SALE,471.06,471.06,2023-09-01,Pokhara,Kathmandu
887,2,84,36,8,,,UPI,SALE,41.2,329.6,2023-01-26,Bhaktapur,Kaski
888,5,149,49,2,,,CASH,SALE,34.55,69.1,2023-11-30,Kathmandu,Morang
889,3,109,29,8,,,CASH,SALE,122.26,978.08,2023-03-22,Biratnagar,Lalitpur
890,3,9,6,9,,,CARD,SALE,512.73,4614.57,2023-04-26,Biratnagar,Kathmandu
891,2,114,41,6,,,CARD,SALE,219.66,1317.96,2023-05-02,Bhaktapur,Bhaktapur
892,1,72,8,1,,,UPI,SALE,131.47,131.47,2023-11-16,Pokhara,Kaski
893,4,16,32,5,,,UPI,SALE,76.73,383.65,2023-05-16,Lalitpur,Morang
894,2,14,41,4,,,CASH,SALE,169.73,678.92,2023-08-27,Bhaktapur,Bhaktapur
895,5,166,43,8,,,UPI,SALE,297.42,2379.36,2023-10-08,Kathmandu,Bhaktapur
896,5,80,23,4,,,CASH,SALE,267.69,1070.76,2023-01-13,Kathmandu,Bhaktapur
897,4,7,46,3,,,UPI,SALE,245.41,736.23,2023-05-02,Lalitpur,Kathmandu
898,5,165,43,4,,,CARD,SALE,335.0,1340.0,2023-12-04,Kathmandu,Bhaktapur
899,2,185,39,4,,,UPI,SALE,260.86,1043.44,2023-04-27,Bhaktapur,Kathmandu
900,5,128,13,1,,,CARD,SALE,176.68,176.68,2023-02-23,Kathmandu,Morang
901,3,115,29,6,,,UPI,SALE,413.4,2480.4,2023-01-07,Biratnagar,Lalitpur
902,1,48,8,10,,,UPI,SALE,165.71,1657.1,2023-05-29,Pokhara,Kaski
903,3,66,30,9,,,CASH,SALE,158.39,1425.51,2023-05-10,Biratnagar,Kathmandu
904,5,83,23,8,,,UPI,SALE,84.84,678.72,2023-01-03,Kathmandu,Bhaktapur
905,3,171,40,6,,,CARD,SALE,207.17,1243.02,2023-08-09,Biratnagar,Bhaktapur
906,3,182,47,4,,,UPI,SALE,321.34,1285.36,2023-03-25,Biratnagar,Bhaktapur
907,4,131,46,3,,,CASH,SALE,370.8,1112.4,2023-08-08,Lalitpur,Kathmandu
908,4,39,37,4,,,CASH,SALE,113.06,452.24,2023-04-21,Lalitpur,Kathmandu
909,2,50,22,8,,,CASH,SALE,51.41,411.28,2023-03-03,Bhaktapur,Kathmandu
910,2,6,36,2,,,CASH,SALE,175.49,350.98,2023-09-18,Bhaktapur,Kaski
911,5,149,12,8,,,UPI,SALE,31.33,250.64,2023-11-15,Kathmandu,Morang
912,5,32,49,5,,,UPI,SALE,334.32,1671.6,2023-04-07,Kathmandu,Morang
913,3,129,48,7,,,UPI,SALE,179.34,1255.38,2023-02-09,Biratnagar,Lalitpur
914,3,115,34,6,,,UPI,SALE,408.51,2451.06,2023-01-07,Biratnagar,Kaski
915,2,100,42,7,,,UPI,SALE,192.97,1350.79,2023-06-04,Bhaktapur,Kathmandu
916,2,99,3,4,,,CARD,SALE,182.73,730.92,2023-09-02,Bhaktapur,Lalitpur
917,2,24,22,9,,,UPI,SALE,486.03,4374.27,2023-12-11,Bhaktapur,Kathmandu
918,2,135,42,5,,,CARD,SALE,39.85,199.25,2023-08-17,Bhaktapur,Kathmandu
919,5,172,28,7,,,CARD,SALE,495.53,3468.71,2023-01-02,Kathmandu,Morang
920,4,47,35,3,,,CASH,SALE,88.87,266.61,2023-10-06,Lalitpur,Morang
921,3,61,6,9,,,CASH,SALE,423.35,3810.15,2023-07-28,Biratnagar,Kathmandu
922,3,107,34,6,,,CARD,SALE,503.87,3023.22,2023-06-04,Biratnagar,Kaski
923,2,17,42,2,,,CARD,SALE,21.23,42.46,2023-11-21,Bhaktapur,Kathmandu
924,4,145,32,10,,,UPI,SALE,384.87,3848.7,2023-05-29,Lalitpur,Morang
925,4,29,25,10,,,CARD,SALE,188.04,1880.4,2023-06-04,Lalitpur,Kaski
926,1,41,8,2,,,CARD,SALE,92.73,185.46,2023-04-10,Pokhara,Kaski
927,1,178,5,8,,,CASH,SALE,17.36,138.88,2023-12-01,Pokhara,Kathmandu
928,1,138,21,6,,,CARD,SALE,172.77,1036.62,2023-02-22,Pokhara,Morang
929,2,194,26,1,,,CARD,SALE,116.45,116.45,2023-12-22,Bhaktapur,Bhaktapur
930,3,166,31,7,,,CASH,SALE,332.93,2330.51,2023-02-06,Biratnagar,Kaski
931,1,102,4,4,,,CASH,SALE,430.29,1721.16,2023-05-25,Pokhara,Lalitpur
932,5,55,15,3,,,CARD,SALE,215.97,647.91,2023-04-16,Kathmandu,Bhaktapur
933,4,83,35,9,,,CARD,SALE,80.23,722.07,2023-05-01,Lalitpur,Morang
934,2,152,42,10,,,CASH,SALE,536.67,5366.7,2023-11-19,Bhaktapur,Kathmandu
935,1,156,21,6,,,UPI,SALE,120.75,724.5,2023-07-02,Pokhara,Morang
936,2,118,38,4,,,CASH,SALE,301.35,1205.4,2023-08-15,Bhaktapur,Kathmandu
937,4,156,14,1,,,UPI,SALE,112.34,112.34,2023-04-05,Lalitpur,Morang
938,5,101,13,1,,,UPI,SALE,248.45,248.45,2023-08-13,Kathmandu,Morang
939,2,66,24,10,,,UPI,SALE,164.95,1649.5,2023-10-23,Bhaktapur,Morang
940,4,2,35,3,,,CASH,SALE,398.54,1195.62,2023-09-26,Lalitpur,Morang
941,4,149,1,10,,,CARD,SALE,33.18,331.8,2023-10-17,Lalitpur,Bhaktapur
942,5,183,49,9,,,UPI,SALE,379.25,3413.25,2023-01-18,Kathmandu,Morang
943,2,11,24,4,,,CARD,SALE,167.41,669.64,2023-08-16,Bhaktapur,Morang
944,2,169,10,10,,,CARD,SALE,191.8,1918.0,2023-06-07,Bhaktapur,Kaski
945,4,172,18,9,,,CARD,SALE,429.22,3862.98,2023-02-03,Lalitpur,Morang
946,2,200,26,4,,,CASH,SALE,271.29,1085.16,2023-01-25,Bhaktapur,Bhaktapur
947,4,108,25,8,,,UPI,SALE,343.41,2747.28,2023-03-14,Lalitpur,Kaski
948,4,192,32,7,,,UPI,SALE,234.77,1643.39,2023-08-24,Lalitpur,Morang
949,2,33,22,10,,,CARD,SALE,231.62,2316.2,2023-06-05,Bhaktapur,Kathmandu
950,4,23,14,1,,,CARD,SALE,78.19,78.19,2023-02-03,Lalitpur,Morang
951,2,137,10,8,,,CARD,SALE,471.36,3770.88,2023-09-08,Bhaktapur,Kaski
952,2,25,24,2,,,UPI,SALE,142.72,285.44,2023-07-21,Bhaktapur,Morang
953,1,174,8,4,,,CARD,SALE,362.89,1451.56,2023-03-01,Pokhara,Kaski
954,5,155,49,9,,,CARD,SALE,464.93,4184.37,2023-04-16,Kathmandu,Morang
955,4,37,19,7,,,CASH,SALE,390.05,2730.35,2023-06-01,Lalitpur,Kaski
956,1,72,20,1,,,CASH,SALE,144.13,144.13,2023-05-10,Pokhara,Kathmandu
957,5,190,7,1,,,UPI,SALE,273.92,273.92,2023-11-21,Kathmandu,Lalitpur
958,4,134,35,5,,,CASH,SALE,416.8,2084.0,2023-10-22,Lalitpur,Morang
959,2,183,24,4,,,CASH,SALE,385.81,1543.24,2023-05-17,Bhaktapur,Morang
960,5,188,43,2,,,CARD,SALE,236.53,473.06,2023-06-06,Kathmandu,Bhaktapur
961,4,47,46,3,,,CASH,SALE,81.16,243.48,2023-04-20,Lalitpur,Kathmandu
962,5,163,17,7,,,CARD,SALE,123.95,867.65,2023-10-21,Kathmandu,Morang
963,3,56,16,2,,,CARD,SALE,122.59,245.18,2023-09-29,Biratnagar,Morang
964,1,85,20,9,,,CARD,SALE,355.05,3195.45,2023-08-18,Pokhara,Kathmandu
965,1,112,20,9,,,UPI,SALE,432.72,3894.48,2023-01-13,Pokhara,Kathmandu
966,5,122,43,1,,,CASH,SALE,261.61,261.61,2023-12-12,Kathmandu,Bhaktapur
967,4,17,18,3,,,CASH,SALE,18.25,54.75,2023-04-10,Lalitpur,Morang
968,3,151,34,2,,,CARD,SALE,293.9,587.8,2023-08-10,Biratnagar,Kaski
969,1,122,5,1,,,UPI,SALE,239.36,239.36,2023-02-10,Pokhara,Kathmandu
970,2,126,39,7,,,UPI,SALE,160.06,1120.42,2023-01-22,Bhaktapur,Kathmandu
971,1,60,27,5,,,CASH,SALE,101.12,505.6,2023-08-13,Pokhara,Morang
972,2,8,39,7,,,CASH,SALE,237.21,1660.47,2023-02-14,Bhaktapur,Kathmandu
973,2,22,38,6,,,UPI,SALE,21.17,127.02,2023-07-06,Bhaktapur,Kathmandu
974,5,140,13,1,,,CASH,SALE,106.84,106.84,2023-08-02,Kathmandu,Morang
975,2,69,36,4,,,CARD,SALE,217.77,871.08,2023-06-27,Bhaktapur,Kaski
976,2,71,24,1,,,UPI,SALE,452.51,452.51,2023-09-30,Bhaktapur,Morang
977,4,112,19,2,,,CASH,SALE,463.29,926.58,2023-11-19,Lalitpur,Kaski
978,4,21,19,4,,,CARD,SALE,131.39,525.56,2023-08-14,Lalitpur,Kaski
979,3,45,47,4,,,CASH,SALE,341.29,1365.16,2023-10-15,Biratnagar,Bhaktapur
980,1,21,27,4,,,CARD,SALE,131.12,524.48,2023-05-29,Pokhara,Morang
981,3,140,30,5,,,CARD,SALE,114.1,570.5,2023-09-09,Biratnagar,Kathmandu
982,5,180,15,5,,,CASH,SALE,55.53,277.65,2023-10-27,Kathmandu,Bhaktapur
983,5,136,13,9,,,CARD,SALE,360.51,3244.59,2023-09-23,Kathmandu,Morang
984,5,84,11,10,,,UPI,SALE,41.37,413.7,2023-10-23,Kathmandu,Kaski
985,2,37,3,5,,,CASH,SALE,368.86,1844.3,2023-11-19,Bhaktapur,Lalitpur
986,2,171,24,2,,,CASH,SALE,201.68,403.36,2023-08-24,Bhaktapur,Morang
987,4,174,33,1,,,CASH,SALE,379.93,379.93,2023-05-06,Lalitpur,Kaski
988,3,93,47,1,,,CARD,SALE,192.95,192.95,2023-05-22,Biratnagar,Bhaktapur
989,3,150,2,3,,,CARD,SALE,337.63,1012.89,2023-08-09,Biratnagar,Kathmandu
990,4,164,18,6,,,UPI,SALE,324.44,1946.64,2023-07-15,Lalitpur,Morang
991,5,154,49,2,,,CARD,SALE,434.89,869.78,2023-09-03,Kathmandu,Morang
992,5,170,28,9,,,CASH,SALE,409.94,3689.46,2023-06-12,Kathmandu,Morang
993,3,120,30,1,,,UPI,SALE,210.31,210.31,2023-08-07,Biratnagar,Kathmandu
994,3,58,31,4,,,CASH,SALE,125.27,501.08,2023-02-19,Biratnagar,Kaski
995,1,65,21,2,,,CASH,SALE,152.55,305.1,2023-07-17,Pokhara,Morang
996,4,139,14,9,,,UPI,SALE,106.11,954.99,2023-12-29,Lalitpur,Morang
997,1,105,27,1,,,UPI,SALE,279.61,279.61,2023-08-20,Pokhara,Morang
998,2,136,39,1,,,CASH,SALE,338.73,338.73,2023-08-15,Bhaktapur,Kathmandu
999,2,151,24,10,,,CARD,SALE,313.02,3130.2,2023-05-30,Bhaktapur,Morang
1000,5,186,15,5,,,CASH,SALE,225.04,1125.2,2023-11-04,Kathmandu,Bhaktapur
1001,4,118,33,7,,,UPI,SALE,303.62,2125.34,2023-06-27,Lalitpur,Kaski
1002,4,130,18,2,,,UPI,SALE,97.52,195.04,2023-09-17,Lalitpur,Morang
1003,5,7,17,7,,,UPI,SALE,241.58,1691.06,2023-10-01,Kathmandu,Morang
1004,4,21,35,1,,,UPI,SALE,130.44,130.44,2023-04-04,Lalitpur,Morang
1005,4,72,18,7,,,CARD,SALE,130.48,913.36,2023-11-11,Lalitpur,Morang
1006,2,118,3,2,,,CASH,SALE,322.39,644.78,2023-04-23,Bhaktapur,Lalitpur
1007,4,43,1,8,,,UPI,SALE,286.45,2291.6,2023-06-26,Lalitpur,Bhaktapur
1008,3,190,2,8,,,CASH,SALE,249.72,1997.76,2023-01-25,Biratnagar,Kathmandu
1009,3,149,30,4,,,CASH,SALE,35.47,141.88,2023-05-20,Biratnagar,Kathmandu
1010,4,15,14,10,,,UPI,SALE,164.78,1647.8,2023-07-04,Lalitpur,Morang
1011,2,94,26,3,,,CASH,SALE,201.82,605.46,2023-02-04,Bhaktapur,Bhaktapur
1012,2,86,36,4,,,CASH,SALE,290.2,1160.8,2023-07-01,Bhaktapur,Kaski
1013,2,124,10,2,,,CASH,SALE,345.6,691.2,2023-01-22,Bhaktapur,Kaski
1014,1,65,21,1,,,CARD,SALE,153.03,153.03,2023-10-28,Pokhara,Morang
1015,4,31,35,10,,,CASH,SALE,91.24,912.4,2023-03-22,Lalitpur,Morang
1016,5,100,7,7,,,CASH,SALE,203.26,1422.82,2023-03-12,Kathmandu,Lalitpur
1017,5,114,43,8,,,CASH,SALE,214.33,1714.64,2023-08-11,Kathmandu,Bhaktapur
1018,2,152,38,4,,,CASH,SALE,534.52,2138.08,2023-08-10,Bhaktapur,Kathmandu
1019,5,162,17,3,,,CARD,SALE,138.08,414.24,2023-12-03,Kathmandu,Morang
1020,2,136,24,1,,,UPI,SALE,320.59,320.59,2023-08-07,Bhaktapur,Morang
1021,2,131,41,4,,,CASH,SALE,362.96,1451.84,2023-04-25,Bhaktapur,Bhaktapur
1022,2,32,39,9,,,CASH,SALE,318.23,2864.07,2023-04-22,Bhaktapur,Kathmandu
1023,4,9,25,7,,,UPI,SALE,536.48,3755.36,2023-09-21,Lalitpur,Kaski
1024,3,26,30,7,,,CASH,SALE,30.5,213.5,2023-06-18,Biratnagar,Kathmandu
1025,2,198,9,5,,,CARD,SALE,275.03,1375.15,2023-06-28,Bhaktapur,Bhaktapur
1026,2,68,42,3,,,CARD,SALE,73.63,220.89,2023-01-02,Bhaktapur,Kathmandu
1027,2,29,41,10,,,UPI,SALE,172.0,1720.0,2023-04-26,Bhaktapur,Bhaktapur
1028,3,169,2,4,,,CASH,SALE,186.37,745.48,2023-03-14,Biratnagar,Kathmandu
1029,4,25,25,2,,,CARD,SALE,123.84,247.68,2023-06-30,Lalitpur,Kaski
1030,5,120,17,6,,,UPI,SALE,205.11,1230.66,2023-04-20,Kathmandu,Morang
1031,2,112,42,3,,,CASH,SALE,390.57,1171.71,2023-05-18,Bhaktapur,Kathmandu
1032,1,96,27,2,,,UPI,SALE,279.02,558.04,2023-11-19,Pokhara,Morang
1033,5,132,28,10,,,CASH,SALE,177.33,1773.3,2023-08-30,Kathmandu,Morang
1034,4,137,18,3,,,CARD,SALE,424.62,1273.86,2023-12-10,Lalitpur,Morang
1035,2,104,42,4,,,CASH,SALE,315.8,1263.2,2023-09-26,Bhaktapur,Kathmandu
1036,2,69,9,2,,,UPI,SALE,188.69,377.38,2023-07-31,Bhaktapur,Bhaktapur
1037,3,188,48,9,,,CASH,SALE,251.16,2260.44,2023-05-23,Biratnagar,Lalitpur
1038,1,40,21,2,,,UPI,SALE,298.97,597.94,2023-06-04,Pokhara,Morang
1039,3,51,34,7,,,CASH,SALE,209.88,1469.16,2023-07-28,Biratnagar,Kaski
1040,5,136,49,7,,,CARD,SALE,313.98,2197.86,2023-08-20,Kathmandu,Morang
1041,3,180,40,4,,,CASH,SALE,63.52,254.08,2023-11-21,Biratnagar,Bhaktapur
1042,4,189,32,9,,,UPI,SALE,90.91,818.19,2023-07-16,Lalitpur,Morang
1043,4,24,46,5,,,UPI,SALE,533.88,2669.4,2023-10-24,Lalitpur,Kathmandu
1044,2,179,9,8,,,UPI,SALE,104.35,834.8,2023-10-10,Bhaktapur,Bhaktapur
1045,3,60,48,1,,,CASH,SALE,110.84,110.84,2023-03-31,Biratnagar,Lalitpur
1046,2,37,10,8,,,UPI,SALE,379.5,3036.0,2023-05-08,Bhaktapur,Kaski
1047,3,77,48,3,,,CARD,SALE,244.65,733.95,2023-10-10,Biratnagar,Lalitpur
1048,1,4,21,3,,,CASH,SALE,350.94,1052.82,2023-09-17,Pokhara,Morang
1049,5,25,12,3,,,CARD,SALE,126.69,380.07,2023-08-20,Kathmandu,Morang
1050,1,80,20,10,,,UPI,SALE,245.25,2452.5,2023-09-03,Pokhara,Kathmandu
1051,5,34,49,4,,,CASH,SALE,120.32,481.28,2023-11-24,Kathmandu,Morang
1052,3,163,47,7,,,CASH,SALE,130.52,913.64,2023-08-05,Biratnagar,Bhaktapur
1053,3,177,2,3,,,CARD,SALE,325.65,976.95,2023-01-21,Biratnagar,Kathmandu
1054,3,83,50,2,,,CARD,SALE,81.59,163.18,2023-02-19,Biratnagar,Kaski
1055,3,163,44,6,,,CASH,SALE,132.25,793.5,2023-12-04,Biratnagar,Kathmandu
1056,1,54,4,6,,,CASH,SALE,405.04,2430.24,2023-09-19,Pokhara,Lalitpur
1057,3,107,47,5,,,CASH,SALE,457.52,2287.6,2023-09-12,Biratnagar,Bhaktapur
1058,5,177,28,4,,,CARD,SALE,367.68,1470.72,2023-04-10,Kathmandu,Morang
1059,3,48,2,8,,,CARD,SALE,179.59,1436.72,2023-10-04,Biratnagar,Kathmandu
1060,2,58,45,2,,,CARD,SALE,138.77,277.54,2023-06-15,Bhaktapur,Morang
1061,5,91,17,5,,,CARD,SALE,47.16,235.8,2023-02-03,Kathmandu,Morang
1062,4,70,25,4,,,CARD,SALE,378.76,1515.04,2023-09-13,Lalitpur,Kaski
1063,5,123,15,4,,,UPI,SALE,99.88,399.52,2023-01-01,Kathmandu,Bhaktapur
1064,4,185,46,1,,,CARD,SALE,264.18,264.18,2023-10-06,Lalitpur,Kathmandu
1065,3,2,47,7,,,CASH,SALE,443.39,3103.73,2023-01-19,Biratnagar,Bhaktapur
1066,1,94,8,5,,,CASH,SALE,196.15,980.75,2023-12-28,Pokhara,Kaski
1067,4,153,32,9,,,CASH,SALE,205.63,1850.67,2023-09-02,Lalitpur,Morang
1068,4,178,46,5,,,UPI,SALE,19.11,95.55,2023-02-10,Lalitpur,Kathmandu
1069,4,58,46,7,,,UPI,SALE,143.91,1007.37,2023-07-02,Lalitpur,Kathmandu
1070,1,136,21,10,,,UPI,SALE,362.58,3625.8,2023-01-09,Pokhara,Morang
1071,5,178,13,9,,,UPI,SALE,19.56,176.04,2023-07-23,Kathmandu,Morang
1072,5,9,7,3,,,CARD,SALE,501.57,1504.71,2023-08-01,Kathmandu,Lalitpur
1073,3,2,31,5,,,CASH,SALE,460.63,2303.15,2023-06-27,Biratnagar,Kaski
1074,5,65,11,3,,,CARD,SALE,156.59,469.77,2023-03-22,Kathmandu,Kaski
1075,3,117,16,4,,,CASH,SALE,222.26,889.04,2023-07-03,Biratnagar,Morang
1076,3,149,48,9,,,CARD,SALE,29.94,269.46,2023-08-07,Biratnagar,Lalitpur
1077,4,91,35,9,,,CASH,SALE,47.36,426.24,2023-02-23,Lalitpur,Morang
1078,1,184,4,4,,,CASH,SALE,424.5,1698.0,2023-07-05,Pokhara,Lalitpur
1079,5,116,15,10,,,UPI,SALE,425.85,4258.5,2023-01-28,Kathmandu,Bhaktapur
1080,5,154,12,8,,,UPI,SALE,443.75,3550.0,2023-05-15,Kathmandu,Morang
1081,5,159,23,2,,,CARD,SALE,44.86,89.72,2023-08-04,Kathmandu,Bhaktapur
1082,5,152,17,9,,,CASH,SALE,491.47,4423.23,2023-04-27,Kathmandu,Morang
1083,5,83,43,3,,,CASH,SALE,84.39,253.17,2023-09-21,Kathmandu,Bhaktapur
1084,4,119,1,9,,,UPI,SALE,313.24,2819.16,2023-07-18,Lalitpur,Bhaktapur
1085,4,48,1,8,,,CASH,SALE,174.07,1392.56,2023-03-26,Lalitpur,Bhaktapur
1086,2,85,24,4,,,UPI,SALE,375.9,1503.6,2023-05-31,Bhaktapur,Morang
1087,5,140,17,8,,,UPI,SALE,104.98,839.84,2023-11-01,Kathmandu,Morang
1088,1,185,8,5,,,UPI,SALE,237.45,1187.25,2023-06-07,Pokhara,Kaski
1089,3,178,40,1,,,UPI,SALE,19.45,19.45,2023-12-10,Biratnagar,Bhaktapur
1090,5,144,7,10,,,CASH,SALE,18.01,180.1,2023-01-26,Kathmandu,Lalitpur
1091,5,13,17,4,,,CASH,SALE,140.73,562.92,2023-08-09,Kathmandu,Morang
1092,5,187,23,5,,,UPI,SALE,419.54,2097.7,2023-08-15,Kathmandu,Bhaktapur
1093,2,190,3,7,,,UPI,SALE,284.26,1989.82,2023-01-27,Bhaktapur,Lalitpur
1094,5,118,49,10,,,CASH,SALE,295.7,2957.0,2023-05-22,Kathmandu,Morang
1095,4,185,32,10,,,UPI,SALE,266.19,2661.9,2023-05-26,Lalitpur,Morang
1096,1,128,20,10,,,CASH,SALE,189.33,1893.3,2023-05-23,Pokhara,Kathmandu
1097,3,54,48,10,,,UPI,SALE,379.11,3791.1,2023-10-21,Biratnagar,Lalitpur
1098,1,122,5,3,,,UPI,SALE,251.14,753.42,2023-12-26,Pokhara,Kathmandu
1099,4,78,33,5,,,CASH,SALE,320.16,1600.8,2023-09-29,Lalitpur,Kaski
1100,4,141,19,10,,,CARD,SALE,349.36,3493.6,2023-01-12,Lalitpur,Kaski
1101,2,20,38,10,,,UPI,SALE,425.23,4252.3,2023-05-19,Bhaktapur,Kathmandu
1102,2,28,22,6,,,UPI,SALE,445.02,2670.12,2023-05-11,Bhaktapur,Kathmandu
1103,2,132,41,7,,,CASH,SALE,202.62,1418.34,2023-08-02,Bhaktapur,Bhaktapur
1104,2,151,24,7,,,CASH,SALE,344.08,2408.56,2023-03-01,Bhaktapur,Morang
1105,3,148,16,8,,,CARD,SALE,40.01,320.08,2023-07-05,Biratnagar,Morang
1106,4,192,25,1,,,CASH,SALE,233.78,233.78,2023-10-26,Lalitpur,Kaski
1107,5,98,23,8,,,CASH,SALE,179.95,1439.6,2023-06-13,Kathmandu,Bhaktapur
1108,1,89,5,9,,,CASH,SALE,203.44,1830.96,2023-06-13,Pokhara,Kathmandu
1109,3,51,6,9,,,UPI,SALE,223.25,2009.25,2023-02-08,Biratnagar,Kathmandu
1110,2,83,38,6,,,UPI,SALE,77.87,467.22,2023-02-03,Bhaktapur,Kathmandu
1111,5,192,17,7,,,UPI,SALE,269.41,1885.87,2023-10-13,Kathmandu,Morang
1112,5,76,15,6,,,CASH,SALE,209.99,1259.94,2023-12-30,Kathmandu,Bhaktapur
1113,3,80,6,5,,,UPI,SALE,278.82,1394.1,2023-11-13,Biratnagar,Kathmandu
1114,4,198,37,3,,,CASH,SALE,257.06,771.18,2023-12-08,Lalitpur,Kathmandu
1115,3,148,29,3,,,UPI,SALE,36.99,110.97,2023-06-30,Biratnagar,Lalitpur
1116,5,54,7,10,,,CARD,SALE,383.6,3836.0,2023-07-15,Kathmandu,Lalitpur
1117,1,57,20,8,,,CARD,SALE,136.32,1090.56,2023-05-22,Pokhara,Kathmandu
1118,3,84,50,1,,,CASH,SALE,41.44,41.44,2023-12-25,Biratnagar,Kaski
1119,2,151,39,3,,,CARD,SALE,333.44,1000.32,2023-11-19,Bhaktapur,Kathmandu
1120,3,40,50,4,,,CARD,SALE,281.34,1125.36,2023-02-27,Biratnagar,Kaski
1121,4,101,25,5,,,CASH,SALE,239.74,1198.7,2023-01-06,Lalitpur,Kaski
1122,2,153,36,2,,,CASH,SALE,204.34,408.68,2023-06-28,Bhaktapur,Kaski
1123,1,132,5,9,,,CARD,SALE,177.37,1596.33,2023-07-25,Pokhara,Kathmandu
1124,2,175,42,10,,,UPI,SALE,478.79,4787.9,2023-02-25,Bhaktapur,Kathmandu
1125,5,136,28,10,,,CARD,SALE,338.54,3385.4,2023-08-29,Kathmandu,Morang
1126,4,165,33,2,,,UPI,SALE,343.73,687.46,2023-05-28,Lalitpur,Kaski
1127,1,140,20,1,,,CARD,SALE,94.26,94.26,2023-05-04,Pokhara,Kathmandu
1128,5,101,23,6,,,CASH,SALE,250.53,1503.18,2023-07-25,Kathmandu,Bhaktapur
1129,3,26,34,8,,,CARD,SALE,31.19,249.52,2023-05-05,Biratnagar,Kaski
1130,5,12,13,9,,,UPI,SALE,360.88,3247.92,2023-02-23,Kathmandu,Morang
1131,3,155,48,10,,,CASH,SALE,510.23,5102.3,2023-04-16,Biratnagar,Lalitpur
1132,5,131,23,9,,,CASH,SALE,366.32,3296.88,2023-10-15,Kathmandu,Bhaktapur
1133,3,132,44,3,,,UPI,SALE,212.11,636.33,2023-05-02,Biratnagar,Kathmandu
1134,2,19,36,6,,,CASH,SALE,105.3,631.8,2023-08-03,Bhaktapur,Kaski
1135,3,60,6,7,,,CARD,SALE,113.86,797.02,2023-10-26,Biratnagar,Kathmandu
1136,5,119,23,1,,,CARD,SALE,286.17,286.17,2023-09-17,Kathmandu,Bhaktapur
1137,4,173,37,4,,,CASH,SALE,249.0,996.0,2023-10-03,Lalitpur,Kathmandu
1138,5,129,28,9,,,UPI,SALE,171.31,1541.79,2023-12-09,Kathmandu,Morang
1139,4,15,14,5,,,CARD,SALE,147.49,737.45,2023-09-18,Lalitpur,Morang
1140,5,69,43,2,,,CASH,SALE,217.27,434.54,2023-10-10,Kathmandu,Bhaktapur
1141,2,186,24,3,,,CASH,SALE,216.45,649.35,2023-05-21,Bhaktapur,Morang
1142,2,43,3,7,,,CARD,SALE,294.82,2063.74,2023-08-27,Bhaktapur,Lalitpur
1143,5,133,12,4,,,CASH,SALE,79.7,318.8,2023-06-20,Kathmandu,Morang
1144,5,169,15,3,,,UPI,SALE,206.75,620.25,2023-09-01,Kathmandu,Bhaktapur
1145,1,6,27,10,,,UPI,SALE,162.73,1627.3,2023-01-06,Pokhara,Morang
1146,5,103,28,4,,,CASH,SALE,131.54,526.16,2023-10-04,Kathmandu,Morang
1147,4,84,37,4,,,UPI,SALE,38.3,153.2,2023-10-27,Lalitpur,Kathmandu
1148,2,69,3,6,,,CASH,SALE,195.0,1170.0,2023-03-25,Bhaktapur,Lalitpur
1149,4,37,46,3,,,CASH,SALE,395.75,1187.25,2023-07-12,Lalitpur,Kathmandu
1150,5,69,49,5,,,UPI,SALE,188.02,940.1,2023-08-19,Kathmandu,Morang
1151,3,197,30,4,,,CARD,SALE,391.62,1566.48,2023-04-20,Biratnagar,Kathmandu
1152,3,128,48,6,,,UPI,SALE,165.53,993.18,2023-09-06,Biratnagar,Lalitpur
1153,5,123,15,8,,,CASH,SALE,94.76,758.08,2023-11-02,Kathmandu,Bhaktapur
1154,4,43,37,1,,,CARD,SALE,286.55,286.55,2023-10-29,Lalitpur,Kathmandu
1155,3,96,40,10,,,CASH,SALE,247.6,2476.0,2023-01-17,Biratnagar,Bhaktapur
1156,3,184,34,10,,,CASH,SALE,426.35,4263.5,2023-02-15,Biratnagar,Kaski
1157,4,91,14,1,,,CASH,SALE,46.28,46.28,2023-09-13,Lalitpur,Morang
1158,2,125,38,7,,,CARD,SALE,94.59,662.13,2023-04-17,Bhaktapur,Kathmandu
1159,5,193,15,2,,,UPI,SALE,58.16,116.32,2023-11-04,Kathmandu,Bhaktapur
1160,2,108,38,5,,,UPI,SALE,341.95,1709.75,2023-10-03,Bhaktapur,Kathmandu
1161,4,24,46,2,,,CASH,SALE,529.46,1058.92,2023-04-16,Lalitpur,Kathmandu
1162,1,193,8,10,,,CASH,SALE,59.43,594.3,2023-11-16,Pokhara,Kaski
1163,2,39,38,4,,,CASH,SALE,129.9,519.6,2023-11-11,Bhaktapur,Kathmandu
1164,5,8,28,7,,,UPI,SALE,241.3,1689.1,2023-11-04,Kathmandu,Morang
1165,2,121,45,5,,,UPI,SALE,420.55,2102.75,2023-03-17,Bhaktapur,Morang
1166,2,42,26,8,,,UPI,SALE,531.36,4250.88,2023-03-14,Bhaktapur,Bhaktapur
1167,1,71,21,5,,,CASH,SALE,434.81,2174.05,2023-03-30,Pokhara,Morang
